person;id;user_frame;pre_user_frame;system_frame;pre_system_frame;Polite;Human;Detailed;query;response;preresponse;sarcasm;rephrasing;task;condition
VP1.4T;146;2.2;2.2;3.1;2.2;;;;Nein;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln mit Spinat, Schafskaese und Tomate"". Wie gefaellt dir das Rezept?";Gibt es spezielle Zutaten, die du magst? Wie beispielsweise Szechuan Pfeffer oder Tamarinde?;0;0;3;text
VP1.4T;147;3.1;2.2;3.2;3.1;0;;;gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln mit Spinat, Schafskaese und Tomate"". Wie gefaellt dir das Rezept?";0;0;3;text
VP1.4T;148;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste / Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;3;text
VP1.4T;149;3.3;3.2;2.2;3.3;;;;Es sind zu viele;Das tut mir leid.Welche Zutaten wuerdest du niemals benuetzen?;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;3;text
VP1.4T;150;2.2;3.3;2.2;2.2;;;;Muskat;Was sind deine Lieblingszutaten?;Das tut mir leid.Welche Zutaten wuerdest du niemals benuetzen?;0;0;3;text
VP1.4T;151;2.2;2.2;3.1;2.2;;;;Kaese und Tomaten;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln-Tomaten-Mozzarella-Salat"". Wie klingt das Rezept fuer dich?";Was sind deine Lieblingszutaten?;0;0;3;text
VP1.4T;152;3.1;2.2;3.2;3.1;0;;;Gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln-Tomaten-Mozzarella-Salat"". Wie klingt das Rezept fuer dich?";0;0;3;text
VP1.4T;153;3.2;3.1;3.3;3.2;;;;ja;Zutatenliste / Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;3;text
VP1.4T;154;3.3;3.2;3.4;3.3;;;;Sehr gut;Moechtest du das Rezept sehen?;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;3;text
VP1.4T;155;3.4;3.3;3.4;3.4;;;;Ja;Rezept;Moechtest du das Rezept sehen?;0;0;3;text
VP1.4T;156;5;3.4;2.1;3.4;;;;Es dauert zu lange;Das tut mir leid.Wieviel Zeit hast du zum Kochen?;Rezept;0;0;3;text
VP1.4T;157;2.1;5;3.1;2.1;;;;20 Minuten;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Mazzes Tomate-Mozzarella-Nudeln"". Wie klingt das Rezept?";Das tut mir leid.Wieviel Zeit hast du zum Kochen?;0;0;3;text
VP1.4T;158;3.1;2.1;3.2;3.1;0;;;Gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Mazzes Tomate-Mozzarella-Nudeln"". Wie klingt das Rezept?";0;0;3;text
VP1.4T;159;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste / Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;3;text
VP1.4T;160;3.3;3.2;3.4;3.3;;;;Gut;Moechtest du das Rezept sehen?;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;3;text
VP1.4T;161;3.4;3.3;3.4;3.4;;;;Ja;Link;Moechtest du das Rezept sehen?;0;0;3;text
VP1.5T;162;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;3;text
VP1.5T;163;2.1;1;-1;1;0;2;1;ich habe wenig Zeit und wuerde gerne eine Kleinigkeit essen;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;3;text
VP1.5T;164;2.1;2.1;2.1;-1;;;;Nudeln und Gemuese;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;3;text
VP1.5T;165;2.1;2.1;2.1;2.1;;;;mittel;Erwartest du Besuch oder kochst du fuer dich allein?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;3;text
VP1.5T;166;2.1;2.1;2.1;2.1;;;;alleine;Zu was fuer Rezepten greifst du normalerweise, wenn du etwas kochen moechtest?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;3;text
VP1.5T;167;2.1;2.1;2.2;2.1;;;;zu schnellen Rezepten;Welches Gemuese magst du?;Zu was fuer Rezepten greifst du normalerweise, wenn du etwas kochen moechtest?;0;0;3;text
VP1.5T;168;2.2;2.1;2.2;2.2;;;;Zucchini und Tomaten;Welche Zutaten wuerdest du niemals benuetzen?;Welches Gemuese magst du?;0;0;3;text
VP1.5T;169;2.2;2.2;3.1;2.2;;;;Kaese und Wurst;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Zucchini-Tomaten-Feta Nudeln"". Wie klingt das fuer dich?";Welche Zutaten wuerdest du niemals benuetzen?;0;0;3;text
VP1.5T;170;3.1;2.2;3.2;3.1;0;;;gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Zucchini-Tomaten-Feta Nudeln"". Wie klingt das fuer dich?";0;0;3;text
VP1.5T;171;3.2;3.1;3.3;3.2;;;;gerne;Zutatenliste / Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;3;text
VP1.5T;172;3.3;3.2;3.4;3.3;;;;super. wie lautet das Rezept?;Link;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;3;text
VP1.6T;173;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;3;text
VP1.6T;174;2.1;1;2.1;1;0;1;0;Ich brauche ein schnelles Rezept;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;3;text
VP1.6T;175;2.1;2.1;2.1;2.1;;;;Ich habe Lust auf Nudeln;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;3;text
VP1.6T;176;2.1;2.1;2.1;2.1;;;;fortgeschritten;Erwartest du Besuch oder kochst du fuer dich allein?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;3;text
VP1.6T;177;2.1;2.1;2.2;2.1;;;;Ich koche nur fuer mich;Was sind deine Lieblingszutaten?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;3;text
VP1.6T;178;2.2;2.1;3.1;2.2;;;;Pinienkerne Pesto Tagliatelle sowas;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln mit Spinat, Schafskaese und Tomate"". Wie klingt das fuer dich?";Was sind deine Lieblingszutaten?;0;0;3;text
VP1.6T;179;3.1;2.2;2.2;3.1;0;;;ich habe keinen Spinat da;Das tut mir Leid.Welche Zutaten wuerdest du niemals benuetzen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln mit Spinat, Schafskaese und Tomate"". Wie klingt das fuer dich?";0;0;3;text
VP1.6T;180;2.2;3.1;3.1;2.2;;;;tofu und Meeresfruechte;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln mit Fischkaese-Pesto-SoÌÙe"". Wie klingt das fuer dich?";Das tut mir Leid.Welche Zutaten wuerdest du niemals benuetzen?;0;0;3;text
VP1.6T;181;3.1;2.2;3.2;3.1;1;;;sehr gut danke;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Nudeln mit Fischkaese-Pesto-SoÌÙe"". Wie klingt das fuer dich?";0;0;3;text
VP1.6T;182;3.2;3.1;3.4;3.2;;;;ja und die Zubereitung;Rezept;Moechtest du die Zutatenliste sehen?;0;0;3;text
VP2.1T;183;1;-1;1;-1;;;;Hey Telefood;Hallo! Was kann ich fuer dich tun?;;0;0;3;text
VP2.1T;184;2.1;1;2.1;1;0;1;0;Ich suche ein Pestorezept ohbe Knoblauch. Ohne;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fuer dich tun?;0;1;3;text
VP2.1T;186;2.1;2.1;2.1;2.1;;;;Maximal 10 Minuten;Zu was fuer Rezepten greifst du normalerweise, wenn du etwas kochen moechtest?;Wieviel Zeit hast du zum Kochen?;0;0;3;text
VP2.1T;187;2.1;2.1;2.1;2.1;;;;Keine;Wie ernaehrst du dich unter der Woche? Wie am Wochenende?;Zu was fuer Rezepten greifst du normalerweise, wenn du etwas kochen moechtest?;0;0;3;text
VP2.1T;188;2.1;2.1;3.1;2.1;;;;Vegan;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Gruenes Pesto ohne Knoblauch"". Wie klingt das fuer dich?";Wie ernaehrst du dich unter der Woche? Wie am Wochenende?;0;0;3;text
VP2.1T;189;3.1;2.1;3.2;3.1;0;;;Gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Gruenes Pesto ohne Knoblauch"". Wie klingt das fuer dich?";0;0;3;text
VP2.1T;190;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste / Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;3;text
VP2.1T;191;3.3;3.2;2.2;3.3;;;;Darf kein Parmesan rein;Das tut mir Leid. Welche Zutaten wuerdest du niemals benuetzen?;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;3;text
VP2.1T;192;2.2;3.3;3.1;2.2;;;;Nicht vegane, also bei Pesto zum beispiel Parmesan, Pecorino oder Ricotta;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Rotes Pesto ohne Kaese"". Wie klingt das fuer dich?";Das tut mir Leid. Welche Zutaten wuerdest du niemals benuetzen?;0;0;3;text
VP2.1T;193;3.1;2.2;3.2;3.1;0;;;Gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Rotes Pesto ohne Kaese"". Wie klingt das fuer dich?";0;0;3;text
VP2.1T;194;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste / Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;3;text
VP2.1T;195;3.3;3.2;3.1;3.3;;;;Ohne Knoblauch;"Du hast erwaehnt, dass du keinen Knoblauch magst, wie klingt ""Winter-Pesto"" fuer dich?";Zutatenliste / Wie gefallen dir die Zutaten?;0;0;3;text
VP2.1T;196;3.1;3.3;3.2;3.1;0;;;Interessant;Moechtest du die Zutatenliste sehen?;"Du hast erwaehnt, dass du keinen Knoblauch magst, wie klingt ""Winter-Pesto"" fuer dich?";0;0;3;text
VP2.1T;197;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste / Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;3;text
VP2.1T;198;3.3;3.2;3.4;3.3;;;;Ohne Knoblauch. Den lasse kch einfach weg. Den lasse ich einfach weg. Sonst passt alles;Moechtest du das Rezept sehen?;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;3;text
VP2.1T;199;3.4;3.3;3.4;3.4;;;;Und ja;Rezept;Moechtest du das Rezept sehen?;0;0;3;text
VP2.2T;200;1;-1;1;-1;;;;hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;3;text
VP2.2T;201;2.1;1;2.1;1;0;2;1;ich habe nur 1 Stunde, bevor ich rausgehe ich moechte trotzdem etwas essen;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;3;text
VP2.2T;202;2.1;2.1;2.2;2.1;;;;hast du Idee? ich habe Magenschmerzen. ich brauche etwas gut fuer meinen Magen;Was sind deine Lieblingszutaten?;Auf was hast du Lust?;0;0;3;text
VP2.2T;203;2.2;2.1;3.1;2.2;;;;Rindfleisch, avocado, zucchini, Brokkoli, sueÌÙmais, eisbergsalat;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Veggie Pasta"". Wie klingt das fuer dich?";Was sind deine Lieblingszutaten?;0;0;3;text
VP2.2T;204;3.1;2.2;3.3;3.1;0;;;kann ich Zutatenliste anschauen?;Zutatenliste / Wie gefallen dir die Zutaten?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Veggie Pasta"". Wie klingt das fuer dich?";0;0;3;text
VP2.2T;205;3.3;3.1;3.4;3.3;;;;ja das klingt gut;Moechtest du das Rezept sehen?;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;3;text
VP2.2T;206;3.4;3.3;3.4;3.4;;;;ja bitte;Rezept;Moechtest du das Rezept sehen?;0;0;3;text
VP2.2T;207;3.4;3.4;3.1;3.4;;;;hmmm sieht es nicht so schmeckt aus. hast du anderen Rezept mit Fleisch?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Bunte Gemuesepfanne mit Hackfleisch"". Wie klingt das fuer dich?";Rezept;0;0;3;text
VP2.2T;208;3.1;3.4;3.3;3.1;1;;;ja dann bitte zeig mir Zutatenliste!;Zutatenliste / Wie gefallen dir die Zutaten?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Bunte Gemuesepfanne mit Hackfleisch"". Wie klingt das fuer dich?";0;0;3;text
VP2.2T;209;3.3;3.1;3.4;3.3;;;;obwohl ich Zwiebel und Pfeffer nicht mag, kann ich sie nicht rein machen. das klingt auch gut;Moechtest du das Rezept sehen?;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;3;text
VP2.2T;210;3.4;3.3;3.4;3.4;;;;ja bitte;Rezept;Moechtest du das Rezept sehen?;0;0;3;text
VP2.2T;211;4;3.4;-1;3.4;;;;wow sieht so gut;NaN;Rezept;0;0;3;text
VP2.2T;212;4;4;-1;-1;;;;ich habe jetzt voll Hunger;NaN;NaN;0;0;3;text
VP2.2T;213;4;4;-1;-1;;;;danke fuer deine Hilfe;NaN;NaN;0;0;3;text
VP2.3T;214;1;-1;1;-1;;;;hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;3;text
VP2.3T;215;2.1;1;2.1;1;0;2;1;ich moechte gerne schnell was essen, etwas leichtes;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;3;text
VP2.3T;216;2.1;2.1;2.1;2.1;;;;einen salat, es muss aber schnell gehen;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;3;text
VP2.3T;217;2.1;2.1;2.2;2.1;;;;ich kann relativ gut kochen;Was sind deine Lieblingszutaten?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;3;text
VP2.3T;218;2.2;2.1;3.1;2.2;;;;Gurken und huehnchen. ich brauche ein Rezept dass schnell ist;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Huehnchen-Rucola-Gurken-Trauben Salat"". Wie klingt das fuer dich?";Was sind deine Lieblingszutaten?;0;0;3;text
VP2.3T;219;3.1;2.2;-1;3.1;0;;;klingt super;NaN;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Huehnchen-Rucola-Gurken-Trauben Salat"". Wie klingt das fuer dich?";0;0;3;text
VP2.3T;220;5;3.1;5;-1;;;;wie lange dauert es?;ca. 15 Min.;NaN;0;0;3;text
VP2.3T;221;4;5;3.2;5;;;;alles klar;Moechtest du die Zutatenliste sehen?;ca. 15 Min.;0;0;3;text
VP2.3T;222;3.2;4;3.3;3.2;;;;gerne;Zutatenliste;Moechtest du die Zutatenliste sehen?;0;0;3;text
VP2.3T;223;4;3.2;3.3;3.3;;;;super danke;Wie findest du die Zutaten?;Zutatenliste;0;0;3;text
VP1.2T;224;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;4;text
VP1.2T;225;2.1;1;2.1;1;0;1;1;Ich suche einen leichten Snack;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fuer dich tun?;0;0;4;text
VP1.2T;226;2.1;2.1;2.1;2.1;;;;Weniger als eine Stunde;Auf was hast du Lust?;Wieviel Zeit hast du zum Kochen?;0;0;4;text
VP1.2T;227;2.1;2.1;2.1;2.1;;;;Einen Salat;Erwartest du Besuch oder kochst du fuer dich allein?;Auf was hast du Lust?;0;0;4;text
VP1.2T;228;2.1;2.1;2.1;2.1;;;;Fuer mich allein;Hast du Allergien oder bist Veganerin, VegetarierIn?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;4;text
VP1.2T;229;2.1;2.1;2.2;2.1;;;;Ich bin Vegetarier;Welches Gemuese magst du?;Hast du Allergien oder bist Veganerin, VegetarierIn?;0;0;4;text
VP1.2T;230;2.2;2.1;3.1;2.2;;;;Avocado's, paprika, Kartoffeln, gurken;"Du hast erwaehnt, dass du Avocado's, Paprika und Kartoffeln magst, wie klingt ""SueÌÙkartoffel-Avocado Pueree in Paprika-Gemueseblume"" fuer dich?";Welches Gemuese magst du?;0;0;4;text
VP1.2T;231;3.1;2.2;3.2;3.1;0;;;Das will ich kochen;Moechtest du die Zutatenliste sehen?;"Du hast erwaehnt, dass du Avocado's, Paprika und Kartoffeln magst, wie klingt ""SueÌÙkartoffel-Avocado Pueree in Paprika-Gemueseblume"" fuer dich?";0;0;4;text
VP1.2T;232;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste/ Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;4;text
VP1.2T;233;3.3;3.2;3.4;3.3;;;;Wie bereite ich es zu Sehr gut;Zubereitung/ Moechtest du das Rezept sehen?;Zutatenliste/ Wie gefallen dir die Zutaten?;0;0;4;text
VP1.2T;234;3.4;3.3;3.4;3.4;;;;Ja bitte;Link;Zubereitung/ Moechtest du das Rezept sehen?;0;0;4;text
VP1.5T;235;1;-1;1;-1;;;;hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;4;text
VP1.5T;236;2.1;1;2.1;1;1;2;1;ich haette gerne ein bekoemmliches und schnelles Gericht;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;4;text
VP1.5T;237;2.1;2.1;2.1;2.1;;;;etwas das schnell geht und bekoemmlich also ohne Fleisch und ohne viele Kohlenhydrate ist;Gibt es spezielle Zubereitungsarten, die du magst oder welche die du nicht Anwenden moechtest?;Auf was hast du Lust?;0;0;4;text
VP1.5T;238;2.1;2.1;2.1;2.1;;;;nein;Wie stehst du zu regionaler Kueche?;Gibt es spezielle Zubereitungsarten, die du magst oder welche die du nicht Anwenden moechtest?;0;0;4;text
VP1.5T;239;2.1;2.1;2.2;2.1;;;;mag ich;Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;Wie stehst du zu regionaler Kueche?;0;0;4;text
VP1.5T;240;2.2;2.1;2.2;2.2;;;;wenig Kohlenhydrate;Was sind deine Lieblingszutaten?;Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;0;0;4;text
VP1.5T;241;2.2;2.2;3.1;2.2;;;;Gemuese und Joghurt;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Mediterranes gebackenes Gemuese mit Joghurt-Tomatensauce"". Wie klingt das fuer dich?";Was sind deine Lieblingszutaten?;0;0;4;text
VP1.5T;242;3.1;2.2;3.2;3.1;0;;;perfekt;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Mediterranes gebackenes Gemuese mit Joghurt-Tomatensauce"". Wie klingt das fuer dich?";0;0;4;text
VP1.5T;243;3.2;3.1;3.4;3.2;;;;ja und das Rezept;Rezept;Moechtest du die Zutatenliste sehen?;0;0;4;text
VP1.6T;244;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;4;text
VP1.6T;245;2.1;1;2.2;1;1;1;2;Ich braeuchte einen Smoothie mit viel Vitamin;Was sind deine Lieblingszutaten?;Hallo! Was kann ich fuer dich tun?;0;0;4;text
VP1.6T;246;2.2;2.1;3.1;2.2;;;;Eigentlich alle Fruechte nur nicht zu Sauer vor dem joggen;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Gruener Smoothie"" . Wie klingt das fuer dich?";Was sind deine Lieblingszutaten?;0;0;4;text
VP1.6T;247;3.1;2.2;3.2;3.1;0;;;klingt gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Gruener Smoothie"" . Wie klingt das fuer dich?";0;0;4;text
VP1.6T;248;3.2;3.1;3.3;3.2;;;;ja bitte;Rezept/ Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;4;text
VP1.6T;249;5;3.2;0;3.3;;;;es handelt sich nicht nur im Obst,, sonst gut ich lass den Spinat einfach weg;Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;Rezept/ Wie findest du die Zutaten?;0;0;4;text
VP1.6T;250;2.2;5;3.1;0;;;;nur Obst in den Zutaten bitte;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Obst-Smoothie zum Fruehstueck"". Wie klingt das fuer dich?";Es tut mir leid, das habe ich nicht verstanden. Kannst du es neu formulieren?;0;0;4;text
VP1.6T;251;3.1;2.2;3.2;3.1;0;;;klingt perfekt;Moechtest du die Zutaten sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Obst-Smoothie zum Fruehstueck"". Wie klingt das fuer dich?";0;0;4;text
VP1.6T;252;3.2;3.1;3.3;3.2;;;;ja;Zutatenliste/ Wie findest du die Zutaten?;Moechtest du die Zutaten sehen?;0;0;4;text
VP1.6T;253;3.3;3.2;3.4;3.3;;;;perfekt danke TeleFood;Moechtest du das Rezept sehen?;Zutatenliste/ Wie findest du die Zutaten?;0;0;4;text
VP1.6T;254;3.4;3.3;3.4;3.4;;;;nein die Zutaten reichen mir;NAN;Moechtest du das Rezept sehen?;0;0;4;text
VP1.7T;255;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;4;text
VP1.7T;256;2.1;1;2.1;1;0;1;1;Ich such ein Rezept das schnell und einfach geht.;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;4;text
VP1.7T;257;2.1;2.1;2.1;2.1;;;;Auf Haehnchen;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;4;text
VP1.7T;258;2.1;2.1;2.1;2.1;;;;Mittel;Erwartest du Besuch oder kochst du fuer dich allein?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;4;text
VP1.7T;259;2.1;2.1;2.1;2.1;;;;Alleine (:;Wieviel Zeit hast du zum Kochen?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;4;text
VP1.7T;260;2.1;2.1;2.2;2.1;;;;20min;Was sind deine Lieblingszutaten?;Wieviel Zeit hast du zum Kochen?;0;0;4;text
VP1.7T;261;2.2;2.1;2.2;2.2;;;;Tomaten,Mozarella;Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;Was sind deine Lieblingszutaten?;0;0;4;text
VP1.7T;262;2.2;2.2;3.1;2.2;;;;Reis;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Reis-Haenchen-Auflauf"". Wie klingt das fuer dich?";Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;0;0;4;text
VP1.7T;263;5;2.2;5;3.1;;;;Geht das schnell ?;Das Rezept braucht 25min.;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Reis-Haenchen-Auflauf"". Wie klingt das fuer dich?";0;0;4;text
VP1.7T;264;3.1;5;3.2;5;0;;;Oke das geht gerade noch so.;Moechtest du die Zutatenliste sehen?;Das Rezept braucht 25min.;0;0;4;text
VP1.7T;265;3.2;3.1;3.3;3.2;;;;Gerne;Zutatenliste/ Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;4;text
VP1.7T;266;3.3;3.2;2.2;3.3;;;;Ein bisschen kompliziert ! Ich habe nicht alle Zutaten Zuhause;Das tut mir Leid. Welche Zutaten wuerdest du niemals benuetzen?;Zutatenliste/ Wie findest du die Zutaten?;0;0;4;text
VP1.7T;267;2.2;3.3;3.1;2.2;;;;Chillipulver,Paprikapulver;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Haehnchen-Reis Pfanne"". Wie klingt das fuer dich?";Das tut mir Leid. Welche Zutaten wuerdest du niemals benuetzen?;0;0;4;text
VP1.7T;268;3.1;2.2;3.2;3.1;0;;;Sehr gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Haehnchen-Reis Pfanne"". Wie klingt das fuer dich?";0;0;4;text
VP1.7T;269;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste/ Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;4;text
VP1.7T;270;3.3;3.2;3.4;3.3;;;;Gut (: Auser das Paprikapulver das lass ich dann einfach weg;Moechtest du das Rezept sehen?;Zutatenliste/ Wie findest du die Zutaten?;0;0;4;text
VP1.7T;271;3.4;3.3;3.4;3.4;;;;Ja;Rezept;Moechtest du das Rezept sehen?;0;0;4;text
VP2.2T;272;1;-1;1;3.4;;;;hey telefood;Hallo! Was kann ich fuer dich tun?;Rezept;0;0;4;text
VP2.2T;273;2.1;1;2.1;1;1;1;1;ich moechte ein Rezept, damit ich sehr schnell essen kann;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;4;text
VP2.2T;274;2.1;2.1;2.1;2.1;;;;brot vielleicht;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;4;text
VP2.2T;275;2.1;2.1;2.2;2.1;;;;gesund und gut fuer Magen`;Was sind deine Lieblingszutaten?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;4;text
VP2.2T;276;2.2;2.1;3.1;2.2;;;;Avocado, Butter, Tomaten, Schinken, Leberwurst;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Deluxe Fruehstueck mit Avocado"". Wie klingt das fuer dich?";Was sind deine Lieblingszutaten?;0;0;4;text
VP2.2T;277;3.1;2.2;3.2;3.1;0;;;was ist das? ich habe noch nie gehoert;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Deluxe Fruehstueck mit Avocado"". Wie klingt das fuer dich?";0;0;4;text
VP2.2T;278;3.2;3.1;3.3;3.2;;;;ja gerne;Zutatenliste/Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;4;text
VP2.2T;279;3.3;3.2;2.2;3.3;;;;ich hasse Pfeffer;Das tut mir leid. Welche Zutaten wuerdest du niemals benuetzen?;Zutatenliste/Wie findest du die Zutaten?;0;0;4;text
VP2.2T;280;2.2;3.3;3.1;2.2;;;;und Frischkaese schmeckt mir nicht, Zwiebel, Pfeffer, Paprika, ich mag Gurke;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Schinken-Gurken-Brot"". Wie klingt das fuer dich?";Das tut mir leid. Welche Zutaten wuerdest du niemals benuetzen?;0;0;4;text
